respondent_id,h1n1_vaccine,seasonal_vaccine
40509,0.03,0.07
40510,0.1,0.88
40512,0.55,0.69
40514,0.04,0.94
40515,0.2,0.95
40516,0.41,0.8
40517,0.04,0.09
40518,0.02,0.01
40519,0.18,0.47
40520,0.85,1.0
40521,0.69,0.9
40522,0.15,0.83
40523,0.01,0.55
40524,0.03,0.48
40525,0.84,0.85
40527,0.77,0.79
40528,0.02,0.1
40529,0.26,0.28
40533,0.67,0.94
40534,0.19,0.26
40535,0.41,0.62
40536,0.06,0.05
40537,0.0,0.14
40538,0.02,0.9
40539,0.02,0.45
40540,0.58,0.73
40541,0.13,0.92
40542,0.02,0.07
40544,0.01,0.14
40546,0.15,0.24
40547,0.25,0.39
40548,0.04,0.25
40549,0.06,0.8
40552,0.07,0.59
40553,0.24,0.37
40554,0.9,0.68
40555,0.02,0.57
40557,0.22,0.73
40558,0.62,0.58
40559,0.36,0.88
40560,0.18,0.8
40562,0.19,0.13
40563,0.01,0.19
40564,0.35,0.5
40565,0.79,0.41
40566,0.01,0.27
40567,0.29,0.58
40568,0.01,0.18
40569,0.3,0.97
40570,0.64,0.68
40571,0.03,0.66
40572,0.08,0.73
40573,0.04,0.48
40574,0.01,0.58
40575,0.9,0.54
40576,0.02,0.01
40579,0.01,0.32
40580,0.05,0.28
40581,0.19,0.23
40582,0.28,0.74
40583,0.08,0.21
40584,0.24,0.31
40585,0.11,0.13
40586,0.02,0.04
40587,0.18,0.23
40588,0.21,0.74
40589,0.16,0.66
40590,0.17,0.69
40591,0.15,0.94
40592,0.32,0.65
40593,0.11,0.55
40596,0.07,0.68
40597,0.04,0.96
40598,0.12,0.46
40600,0.2,0.34
40601,0.05,0.27
40603,0.15,0.48
40604,0.62,0.3
40605,0.7,0.63
40606,0.55,0.67
40607,0.16,0.84
40608,0.05,0.22
40610,0.12,0.25
40611,0.14,0.32
40612,0.19,0.63
40613,0.33,0.54
40615,0.01,0.04
40616,0.01,0.23
40617,0.05,0.78
40619,0.51,0.82
40620,0.59,0.48
40621,0.07,0.2
40622,0.02,0.15
40623,0.08,0.52
40624,0.79,0.9
40625,0.03,0.75
40626,0.03,0.18
40628,0.0,0.05
40629,0.03,0.32
40632,0.48,0.44
40633,0.02,0.43
40634,0.22,0.46
40635,0.11,0.91
40637,0.64,0.86
40638,0.02,0.82
40640,0.03,0.65
40641,0.02,0.06
40645,0.06,0.36
40646,0.5,0.67
40647,0.67,0.72
40648,0.24,0.52
40649,0.06,0.72
40650,0.5,0.88
40652,0.28,0.41
40653,0.08,0.33
40654,0.11,0.16
40655,0.11,0.32
40656,0.14,0.2
40657,0.38,0.66
40658,0.13,0.47
40659,0.01,0.14
40660,0.08,0.33
40661,0.08,0.15
40662,0.87,0.97
40663,0.69,0.49
40664,0.15,0.44
40665,0.15,0.24
40667,0.27,0.52
40669,0.06,0.26
40670,0.01,0.36
40671,0.12,0.62
40672,0.75,0.85
40673,0.21,0.68
40674,0.03,0.3
40675,0.77,0.78
40676,0.03,0.11
40677,0.04,0.64
40678,0.21,0.18
40680,0.04,0.35
40681,0.06,0.73
40682,0.29,0.88
40683,0.03,0.25
40685,0.07,0.7
40686,0.04,0.98
40687,0.56,0.65
40689,0.85,0.95
40690,0.01,0.33
40691,0.02,0.08
40692,0.48,0.46
40693,0.02,0.74
40694,0.05,0.93
40695,0.02,0.38
40696,0.01,0.05
40697,0.29,0.3
40698,0.2,0.78
40699,0.73,0.89
40701,0.76,0.85
40702,0.29,0.43
40703,0.21,0.5
40704,0.81,0.87
40705,0.18,0.23
40706,0.04,0.16
40707,0.49,0.84
40708,0.75,0.95
40709,0.19,0.58
40712,0.01,0.18
40713,0.11,0.8
40714,0.11,0.16
40715,0.93,0.75
40716,0.01,0.34
40719,0.03,0.25
40720,0.12,0.58
40721,0.29,0.78
40725,0.08,0.25
40726,0.24,0.33
40729,0.01,0.15
40731,0.14,0.43
40732,0.02,0.15
40733,0.05,0.98
40734,0.13,0.24
40735,0.2,0.38
40736,0.25,0.38
40738,0.17,0.72
40739,0.02,0.03
40740,0.02,0.32
40742,0.11,0.19
40743,0.24,0.7
40744,0.12,0.59
40746,0.04,0.1
40747,0.08,0.41
40749,0.22,0.32
40750,0.08,0.18
40751,0.04,0.9
40752,0.19,0.26
40754,0.02,0.15
40756,0.29,0.2
40757,0.07,0.51
40758,0.55,0.72
40759,0.17,0.47
40760,0.02,0.78
40761,0.83,0.91
40762,0.06,0.49
40764,0.03,0.1
40766,0.79,0.87
40767,0.06,0.04
40768,0.08,0.5
40769,0.09,0.09
40770,0.0,0.02
40771,0.08,0.31
40772,0.91,0.75
40773,0.04,0.5
40774,0.05,0.31
40776,0.15,0.27
40777,0.47,0.4
40778,0.0,0.03
40779,0.02,0.54
40780,0.04,0.94
40781,0.57,0.89
40782,0.27,0.65
40783,0.05,0.4
40789,0.06,0.22
40790,0.11,0.67
40791,0.03,0.22
40792,0.24,0.56
40793,0.4,0.14
40794,0.08,0.32
40797,0.23,0.68
40798,0.04,0.61
40799,0.95,0.91
40800,0.02,0.16
40801,0.04,0.48
40802,0.1,0.1
40803,0.25,0.54
40804,0.88,0.97
40805,0.38,0.51
40806,0.32,0.61
40807,0.17,0.11
40808,0.04,0.14
40809,0.02,0.0
40810,0.13,0.26
40811,0.1,0.81
40814,0.17,0.24
40816,0.01,0.31
40817,0.07,0.02
40820,0.02,0.08
40821,0.14,0.6
40822,0.09,0.45
40823,0.57,0.78
40824,0.19,0.34
40825,0.07,0.72
40826,0.66,0.66
40827,0.04,0.91
40829,0.06,0.6
40830,0.02,0.38
40832,0.96,0.7
40833,0.92,0.97
40835,0.13,0.54
40836,0.1,0.77
40837,0.01,0.02
40838,0.15,0.72
40839,0.18,0.58
40840,0.53,0.65
40841,0.15,0.69
40842,0.48,0.45
40843,0.24,0.73
40844,0.04,0.31
40845,0.14,0.15
40846,0.12,0.63
40847,0.66,0.71
40848,0.18,0.66
40849,0.3,0.97
40850,0.48,0.73
40851,0.07,0.2
40852,0.03,0.12
40853,0.77,0.79
40854,0.47,0.64
40855,0.05,0.8
40856,0.03,0.67
40857,0.24,0.62
40858,0.09,0.29
40859,0.11,0.39
40860,0.86,0.75
40861,0.03,0.43
40862,0.07,0.31
40863,0.12,0.22
40864,0.13,0.62
40865,0.02,0.25
40866,0.04,0.84
40867,0.06,0.71
40868,0.12,0.4
40869,0.08,0.8
40870,0.01,0.13
40871,0.54,0.53
40872,0.07,0.41
40874,0.69,0.8
40876,0.81,0.8
40877,0.27,0.44
40879,0.1,0.94
40880,0.45,0.77
40881,0.03,0.73
40883,0.61,0.69
40884,0.02,0.3
40885,0.17,0.87
40886,0.01,0.15
40888,0.2,0.66
40889,0.01,0.94
40891,0.03,0.31
40892,0.14,0.32
40893,0.62,0.73
40895,0.73,0.62
40896,0.12,0.61
40897,0.64,0.8
40898,0.78,0.77
40899,0.16,0.8
40902,0.15,0.6
40903,0.02,0.21
40904,0.25,0.8
40905,0.53,0.91
40906,0.77,0.81
40907,0.54,0.24
40908,0.14,0.61
40909,0.07,0.45
40911,0.02,0.65
40912,0.13,0.16
40913,0.06,0.34
40914,0.43,0.88
40918,0.57,0.23
40919,0.42,0.72
40921,0.03,0.34
40922,0.14,0.33
40924,0.06,0.18
40925,0.07,0.16
40926,0.54,0.59
40927,0.15,0.37
40928,0.24,0.63
40929,0.01,0.39
40930,0.1,0.86
40934,0.85,0.98
40935,0.2,0.62
40936,0.1,0.59
40937,0.06,0.24
40938,0.04,0.13
40939,0.12,0.75
40940,0.01,0.25
40941,0.02,0.26
40942,0.04,0.34
40943,0.0,0.04
40944,0.02,0.39
40945,0.06,0.53
40946,0.1,0.29
40947,0.19,0.11
40948,0.12,0.29
40949,0.01,0.7
40950,0.1,0.8
40952,0.08,0.73
40953,0.18,0.87
40954,0.4,0.95
40955,0.11,0.15
40956,0.07,0.43
40957,0.04,0.2
40958,0.3,0.7
40959,0.03,0.3
40960,0.56,0.55
40961,0.15,0.28
40963,0.08,0.12
40965,0.3,0.83
40966,0.01,0.44
40967,0.02,0.15
40968,0.06,0.82
40969,0.1,0.62
40970,0.07,0.41
40971,0.02,0.19
40972,0.19,0.47
40973,0.01,0.18
40974,0.15,0.65
40975,0.27,0.6
40977,0.32,0.77
40978,0.02,0.11
40979,0.74,0.85
40981,0.08,0.58
40983,0.29,0.78
40984,0.28,0.27
40985,0.42,0.91
40986,0.09,0.1
40987,0.48,0.68
40988,0.06,0.23
40989,0.05,0.67
40990,0.15,0.18
40991,0.03,0.33
40992,0.06,0.53
40993,0.08,0.26
40994,0.57,0.81
40995,0.02,0.07
40996,0.43,0.83
40997,0.04,0.83
40998,0.03,0.4
41000,0.24,0.56
41001,0.0,0.03
41002,0.43,0.68
41003,0.08,0.78
41005,0.52,0.37
41006,0.04,0.14
41007,0.35,0.74
41008,0.11,0.7
41009,0.14,0.09
41010,0.02,0.14
41012,0.62,0.88
41013,0.13,0.26
41014,0.02,0.07
41015,0.18,0.82
41016,0.04,0.2
41017,0.06,0.46
41019,0.05,0.25
41020,0.04,0.94
41021,0.18,0.35
41022,0.2,0.17
41023,0.11,0.66
41024,0.11,0.6
41025,0.02,0.12
41026,0.13,0.15
41028,0.07,0.41
41029,0.04,0.21
41030,0.17,0.48
41031,0.76,0.66
41033,0.13,0.49
41034,0.2,0.78
41036,0.47,0.83
41037,0.12,0.76
41038,0.63,0.6
41039,0.0,0.09
41040,0.01,0.12
41041,0.09,0.2
41043,0.04,0.15
41045,0.03,0.87
41046,0.08,0.12
41047,0.33,0.29
41048,0.43,0.41
41050,0.42,0.57
41051,0.52,0.89
41052,0.02,0.77
41054,0.55,0.34
41055,0.01,0.18
41057,0.01,0.15
41059,0.0,0.23
41060,0.5,0.64
41063,0.16,0.15
41064,0.07,0.74
41065,0.09,0.3
41066,0.01,0.05
41067,0.11,0.42
41068,0.16,0.8
41070,0.35,0.51
41071,0.16,0.38
41072,0.21,0.27
41073,0.13,0.88
41075,0.05,0.32
41078,0.37,0.57
41080,0.03,0.24
41083,0.12,0.57
41084,0.04,0.64
41085,0.12,0.34
41086,0.05,0.26
41088,0.37,0.77
41089,0.48,0.38
41090,0.04,0.28
41091,0.81,0.92
41092,0.03,0.08
41093,0.04,0.19
41094,0.12,0.11
41095,0.09,0.27
41097,0.12,0.46
41099,0.03,0.25
41101,0.08,0.33
41102,0.18,0.87
41104,0.12,0.19
41105,0.37,0.2
41106,0.14,0.54
41107,0.81,0.88
41108,0.1,0.83
41109,0.14,0.49
41110,0.78,0.66
41111,0.02,0.47
41112,0.03,0.11
41113,0.91,0.71
41114,0.11,0.47
41115,0.35,0.67
41116,0.24,0.29
41118,0.14,0.58
41121,0.1,0.62
41122,0.11,0.41
41123,0.21,0.18
41124,0.44,0.95
41125,0.24,0.37
41128,0.06,0.47
41129,0.03,0.27
41131,0.08,0.35
41132,0.66,0.53
41133,0.06,0.6
41134,0.07,0.23
41135,0.04,0.17
41137,0.04,0.17
41138,0.12,0.28
41139,0.45,0.35
41140,0.03,0.33
41141,0.21,0.45
41142,0.39,0.41
41143,0.16,0.61
41144,0.13,0.52
41145,0.65,0.9
41146,0.84,0.53
41148,0.06,0.07
41149,0.01,0.11
41150,0.12,0.5
41151,0.02,0.92
41153,0.01,0.2
41154,0.15,0.25
41156,0.0,0.01
41157,0.02,0.62
41159,0.26,0.28
41160,0.29,0.69
41161,0.08,0.08
41162,0.03,0.07
41163,0.17,0.23
41164,0.02,0.45
41165,0.82,0.79
41166,0.06,0.74
41167,0.12,0.9
41168,0.12,0.31
41169,0.09,0.59
41170,0.56,0.6
41171,0.71,0.95
41172,0.18,0.79
41173,0.03,0.1
41174,0.54,0.51
41175,0.02,0.57
41176,0.13,0.11
41177,0.24,0.79
41178,0.04,0.08
41179,0.05,0.42
41180,0.03,0.17
41181,0.32,0.49
41182,0.01,0.25
41183,0.13,0.15
41184,0.14,0.54
41187,0.04,0.16
41188,0.9,0.95
41189,0.01,0.17
41191,0.87,0.59
41192,0.11,0.2
41193,0.18,0.86
41194,0.22,0.26
41195,0.08,0.19
41196,0.14,0.8
41197,0.03,0.26
41198,0.29,0.77
41199,0.26,0.8
41200,0.08,0.11
41201,0.0,0.04
41202,0.9,0.89
41203,0.82,0.67
41204,0.25,0.45
41205,0.02,0.12
41206,0.37,0.23
41207,0.01,0.12
41208,0.26,0.39
41209,0.24,0.82
41210,0.09,0.5
41211,0.01,0.37
41212,0.26,0.78
41214,0.81,0.86
41215,0.07,0.63
41216,0.05,0.29
41217,0.04,0.25
41219,0.13,0.07
41220,0.02,0.06
41221,0.39,0.62
41222,0.03,0.81
41223,0.62,0.9
41225,0.01,0.03
41226,0.37,0.79
41227,0.04,0.07
41228,0.02,0.19
41229,0.06,0.67
41230,0.1,0.5
41232,0.02,0.15
41234,0.04,0.09
41235,0.9,0.74
41236,0.02,0.22
41237,0.43,0.48
41238,0.86,0.95
41239,0.0,0.06
41242,0.03,0.31
41243,0.03,0.08
41244,0.11,0.2
41245,0.13,0.48
41247,0.15,0.36
41249,0.88,0.85
41250,0.08,0.45
41251,0.09,0.47
41252,0.16,0.92
41253,0.84,0.96
41255,0.81,0.8
41256,0.04,0.59
41257,0.62,0.78
41258,0.0,0.28
41259,0.22,0.41
41261,0.08,0.64
41262,0.27,0.3
41263,0.01,0.18
41264,0.65,0.84
41265,0.12,0.29
41266,0.02,0.07
41267,0.02,0.23
41268,0.13,0.31
41269,0.31,0.82
41270,0.1,0.2
41271,0.14,0.3
41272,0.1,0.09
41273,0.02,0.06
41274,0.54,0.75
41275,0.08,0.13
41276,0.08,0.32
41277,0.07,0.24
41278,0.07,0.57
41279,0.04,0.23
41280,0.34,0.25
41281,0.12,0.51
41282,0.04,0.39
41283,0.14,0.41
41284,0.12,0.47
41285,0.16,0.21
41286,0.01,0.07
41287,0.34,0.6
41288,0.02,0.45
41289,0.23,0.77
41291,0.15,0.84
41292,0.04,0.38
41293,0.12,0.07
41294,0.11,0.42
41295,0.09,0.31
41296,0.0,0.06
41297,0.05,0.37
41298,0.24,0.63
41300,0.05,0.24
41301,0.15,0.1
41303,0.02,0.29
41304,0.52,0.36
41306,0.06,0.45
41307,0.21,0.38
41308,0.01,0.36
41310,0.1,0.6
41314,0.52,0.77
41315,0.01,0.13
41316,0.02,0.2
41317,0.1,0.51
41319,0.12,0.12
41320,0.14,0.21
41321,0.23,0.48
41322,0.12,0.95
41323,0.03,0.31
41324,0.38,0.7
41325,0.02,0.15
41326,0.05,0.3
41327,0.01,0.09
41328,0.07,0.12
41329,0.97,0.97
41330,0.2,0.27
41331,0.05,0.31
41332,0.07,0.78
41333,0.5,0.48
41334,0.01,0.83
41336,0.02,0.03
41337,0.36,0.48
41338,0.04,0.32
41340,0.58,0.79
41341,0.11,0.62
41342,0.34,0.87
41343,0.63,0.85
41344,0.65,0.96
41345,0.16,0.11
41346,0.03,0.16
41347,0.15,0.25
41348,0.17,0.14
41349,0.18,0.42
41350,0.23,0.81
41351,0.17,0.38
41354,0.16,0.38
41355,0.01,0.09
41356,0.03,0.87
41358,0.2,0.32
41359,0.5,0.4
41360,0.21,0.29
41361,0.25,0.3
41362,0.06,0.46
41363,0.18,0.46
41364,0.14,0.33
41365,0.08,0.4
41366,0.05,0.12
41367,0.0,0.02
41369,0.02,0.09
41370,0.03,0.44
41371,0.02,0.11
41372,0.17,0.51
41373,0.01,0.1
41375,0.07,0.32
41376,0.17,0.77
41377,0.18,0.33
41378,0.3,0.37
41379,0.09,0.19
41380,0.03,0.66
41381,0.02,0.2
41382,0.3,0.28
41383,0.03,0.26
41384,0.01,0.4
41385,0.05,0.16
41386,0.05,0.2
41387,0.35,0.57
41388,0.04,0.65
41389,0.02,0.27
41390,0.08,0.77
41391,0.94,0.78
41392,0.16,0.3
41393,0.11,0.77
41395,0.25,0.23
41396,0.05,0.2
41397,0.07,0.75
41399,0.02,0.81
41400,0.41,0.62
41401,0.17,0.84
41402,0.36,0.4
41403,0.15,0.19
41405,0.09,0.28
41406,0.21,0.68
41407,0.06,0.69
41408,0.05,0.49
41411,0.1,0.39
41413,0.9,0.87
41414,0.03,0.86
41415,0.02,0.5
41417,0.13,0.91
41418,0.07,0.27
41420,0.02,0.69
41421,0.95,0.98
41422,0.0,0.04
41423,0.33,0.8
41424,0.04,0.71
41425,0.55,0.84
41428,0.05,0.6
41429,0.18,0.19
41430,0.03,0.43
41431,0.79,0.84
41432,0.04,0.26
41433,0.66,0.92
41434,0.09,0.23
41435,0.07,0.07
41436,0.3,0.54
41438,0.04,0.18
41440,0.02,0.08
41442,0.38,0.63
41444,0.64,0.93
41445,0.21,0.29
41446,0.1,0.7
41448,0.02,0.13
41449,0.05,0.78
41450,0.09,0.33
41451,0.06,0.23
41452,0.03,0.76
41453,0.15,0.48
41454,0.67,0.83
41456,0.52,0.7
41457,0.02,0.43
41458,0.17,0.37
41459,0.0,0.14
41460,0.2,0.73
41461,0.3,0.89
41462,0.25,0.36
41463,0.38,0.82
41464,0.1,0.25
41465,0.18,0.53
41466,0.08,0.4
41467,0.33,0.53
41468,0.04,0.77
41469,0.33,0.35
41471,0.53,0.79
41472,0.34,0.76
41473,0.57,0.81
41474,0.54,0.82
41475,0.13,0.67
41477,0.2,0.67
41479,0.32,0.56
41480,0.22,0.44
41481,0.03,0.19
41482,0.03,0.16
41483,0.03,0.55
41484,0.02,0.1
41485,0.16,0.22
41487,0.27,0.61
41488,0.12,0.17
41490,0.08,0.53
41491,0.17,0.71
41492,0.15,0.22
41493,0.15,0.62
41494,0.01,0.93
41495,0.14,0.4
41496,0.02,0.77
41497,0.14,0.55
41498,0.19,0.18
41499,0.37,0.53
41501,0.24,0.84
41502,0.01,0.56
41503,0.21,0.33
41504,0.1,0.83
41505,0.17,0.51
41506,0.32,0.29
41507,0.04,0.12
41508,0.13,0.18
41509,0.16,0.36
41512,0.03,0.24
41513,0.61,0.61
41514,0.06,0.19
41516,0.05,0.92
41517,0.12,0.09
41518,0.37,0.58
41519,0.07,0.7
41520,0.24,0.65
41521,0.05,0.67
41522,0.13,0.16
41524,0.45,0.72
41526,0.04,0.37
41528,0.34,0.94
41529,0.59,0.5
41530,0.03,0.15
41531,0.57,0.66
41532,0.45,0.54
41533,0.64,0.59
41534,0.22,0.82
41535,0.04,0.15
41536,0.52,0.82
41537,0.32,0.54
41538,0.22,0.64
41539,0.02,0.59
41541,0.68,0.91
41543,0.25,0.47
41544,0.05,0.36
41545,0.16,0.67
41546,0.1,0.57
41547,0.11,0.57
41548,0.08,0.63
41549,0.02,0.54
41550,0.25,0.7
41551,0.06,0.79
41552,0.28,0.64
41553,0.06,0.35
41554,0.47,0.69
41555,0.06,0.23
41557,0.24,0.89
41558,0.89,0.84
41559,0.05,0.27
41560,0.01,0.34
41562,0.2,0.31
41563,0.03,0.56
41564,0.37,0.35
41566,0.11,0.49
41567,0.18,0.49
41568,0.49,0.57
41570,0.07,0.87
41571,0.09,0.12
41573,0.26,0.62
41574,0.0,0.11
41575,0.75,0.91
41580,0.16,0.53
41581,0.01,0.05
41582,0.17,0.46
41583,0.04,0.65
41584,0.05,0.86
41587,0.39,0.59
41588,0.16,0.36
41589,0.9,0.82
41590,0.14,0.44
41592,0.32,0.55
41593,0.02,0.45
41594,0.14,0.31
41595,0.19,0.18
41596,0.57,0.75
41597,0.03,0.17
41598,0.96,0.89
41599,0.04,0.69
41600,0.03,0.3
41601,0.23,0.35
41602,0.06,0.71
41603,0.02,0.21
41604,0.74,0.84
41605,0.02,0.37
41606,0.05,0.09
41609,0.02,0.32
41610,0.03,0.34
41611,0.06,0.55
41612,0.13,0.71
41613,0.79,0.77
41614,0.76,0.91
41615,0.82,0.96
41616,0.84,0.67
41618,0.95,0.98
41619,0.07,0.32
41620,0.03,0.3
41621,0.12,0.55
41622,0.76,0.64
41623,0.14,0.67
41624,0.77,0.58
41625,0.92,0.53
41626,0.0,0.05
41627,0.03,0.33
41628,0.12,0.08
41629,0.16,0.15
41630,0.45,0.43
41631,0.35,0.68
41633,0.1,0.14
41634,0.05,0.33
41635,0.58,0.79
41636,0.12,0.2
41637,0.19,0.15
41638,0.0,0.08
41639,0.04,0.54
41642,0.02,0.12
41643,0.19,0.25
41645,0.02,0.92
41646,0.37,0.78
41648,0.07,0.11
41650,0.28,0.77
41652,0.51,0.8
41653,0.09,0.22
41654,0.02,0.29
41655,0.0,0.01
41656,0.26,0.61
41657,0.12,0.23
41658,0.49,0.95
41659,0.12,0.28
41661,0.22,0.78
41663,0.06,0.14
41664,0.9,0.9
41665,0.08,0.34
41666,0.17,0.73
41667,0.02,0.15
41668,0.05,0.14
41669,0.02,0.15
41670,0.16,0.17
41672,0.04,0.26
41673,0.0,0.12
41674,0.08,0.12
41675,0.09,0.34
41676,0.03,0.14
41677,0.43,0.7
41678,0.01,0.18
41679,0.17,0.37
41680,0.12,0.31
41682,0.01,0.16
41684,0.24,0.69
41685,0.04,0.31
41689,0.18,0.27
41691,0.78,0.89
41692,0.12,0.16
41694,0.02,0.06
41695,0.11,0.79
41696,0.05,0.02
41697,0.02,0.11
41698,0.08,0.5
41699,0.06,0.14
41700,0.01,0.05
41701,0.85,0.74
41702,0.28,0.49
41705,0.06,0.18
41706,0.8,0.91
41707,0.02,0.29
41708,0.1,0.23
41709,0.88,0.52
41710,0.45,0.39
41711,0.65,0.79
41713,0.23,0.98
41714,0.44,0.37
41715,0.09,0.17
41716,0.03,0.11
41717,0.15,0.08
41719,0.07,0.35
41720,0.14,0.68
41723,0.05,0.93
41725,0.12,0.84
41726,0.02,0.14
41727,0.94,0.71
41729,0.03,0.31
41730,0.03,0.03
41731,0.02,0.34
41732,0.05,0.29
41733,0.1,0.78
41734,0.37,0.59
41735,0.05,0.1
41736,0.05,0.25
41737,0.15,0.15
41738,0.0,0.55
41739,0.24,0.55
41740,0.13,0.38
41741,0.07,0.56
41742,0.01,0.22
41743,0.04,0.49
41745,0.01,0.03
41746,0.01,0.2
41747,0.92,0.64
41748,0.03,0.45
41749,0.14,0.44
41750,0.01,0.54
41751,0.59,0.79
41752,0.02,0.04
41753,0.02,0.58
41754,0.36,0.61
41755,0.04,0.37
41756,0.04,0.34
41757,0.36,0.74
41758,0.24,0.64
41759,0.05,0.21
41760,0.17,0.29
41761,0.65,0.83
41762,0.02,0.11
41765,0.01,0.11
41767,0.14,0.87
41768,0.54,0.86
41769,0.12,0.47
41770,0.12,0.27
41771,0.12,0.2
41772,0.21,0.5
41773,0.03,0.14
41774,0.78,0.78
41775,0.01,0.13
41776,0.03,0.07
41777,0.69,0.89
41779,0.02,0.23
41780,0.07,0.26
41781,0.01,0.15
41782,0.01,0.15
41783,0.03,0.16
41785,0.01,0.23
41786,0.01,0.24
41787,0.09,0.79
41788,0.04,0.12
41789,0.16,0.23
41792,0.16,0.51
41793,0.15,0.31
41794,0.06,0.45
41795,0.01,0.03
41796,0.86,0.93
41799,0.72,0.91
41800,0.02,0.37
41801,0.14,0.58
41802,0.01,0.06
41803,0.11,0.16
41804,0.22,0.94
41805,0.02,0.07
41806,0.1,0.5
41807,0.06,0.07
41808,0.03,0.38
41809,0.11,0.41
41811,0.06,0.23
41812,0.03,0.15
41813,0.13,0.39
41814,0.09,0.71
41815,0.22,0.55
41817,0.13,0.15
41818,0.01,0.88
41819,0.09,0.64
41820,0.06,0.11
41823,0.03,0.1
41824,0.02,0.11
41825,0.11,0.37
41826,0.06,0.41
41827,0.03,0.36
41828,0.21,0.85
41829,0.02,0.14
41830,0.22,0.87
41832,0.13,0.44
41834,0.25,0.58
41835,0.17,0.54
41836,0.64,0.21
41837,0.16,0.17
41838,0.08,0.24
41840,0.61,0.97
41842,0.35,0.41
41843,0.14,0.92
41844,0.02,0.14
41845,0.1,0.21
41846,0.01,0.28
41847,0.15,0.21
41849,0.18,0.33
41850,0.12,0.3
41852,0.04,0.15
41854,0.06,0.08
41855,0.55,0.61
41856,0.69,0.98
41858,0.71,0.33
41859,0.81,0.24
41860,0.19,0.84
41862,0.03,0.12
41863,0.15,0.39
41864,0.02,0.28
41865,0.69,0.95
41867,0.95,0.77
41868,0.03,0.44
41869,0.08,0.15
41871,0.09,0.83
41872,0.02,0.78
41873,0.28,0.67
41874,0.14,0.48
41875,0.12,0.92
41876,0.03,0.14
41877,0.12,0.21
41878,0.85,0.83
41879,0.02,0.97
41880,0.33,0.56
41881,0.02,0.09
41882,0.49,0.39
41883,0.18,0.61
41884,0.09,0.12
41885,0.44,0.87
41886,0.01,0.12
41887,0.53,0.61
41889,0.06,0.23
41890,0.03,0.2
41892,0.06,0.28
41893,0.1,0.69
41896,0.13,0.58
41897,0.12,0.35
41898,0.03,0.29
41899,0.06,0.2
41900,0.61,0.69
41901,0.01,0.25
41902,0.39,0.63
41903,0.23,0.74
41904,0.4,0.79
41907,0.83,0.89
41908,0.02,0.03
41909,0.8,0.71
41910,0.69,0.84
41912,0.01,0.28
41913,0.13,0.08
41914,0.13,0.54
41916,0.02,0.04
41917,0.02,0.17
41918,0.76,0.86
41919,0.04,0.35
41920,0.01,0.1
41921,0.27,0.88
41922,0.02,0.12
41923,0.11,0.87
41924,0.01,0.03
41925,0.06,0.3
41926,0.21,0.55
41928,0.06,0.33
41929,0.76,0.26
41930,0.22,0.56
41931,0.01,0.13
41932,0.52,0.75
41933,0.71,0.49
41934,0.08,0.47
41936,0.02,0.02
41937,0.66,0.83
41938,0.75,0.49
41939,0.03,0.14
41941,0.76,0.73
41942,0.02,0.31
41943,0.08,0.25
41944,0.09,0.41
41945,0.77,0.73
41946,0.08,0.33
41947,0.04,0.45
41948,0.03,0.12
41949,0.03,0.13
41950,0.5,0.57
41951,0.14,0.62
41952,0.01,0.22
41953,0.02,0.67
41954,0.18,0.25
41956,0.14,0.39
41957,0.14,0.21
41958,0.58,0.8
41959,0.05,0.78
41960,0.01,0.34
41961,0.84,0.89
41962,0.08,0.36
41963,0.06,0.53
41964,0.4,0.77
41965,0.33,0.79
41966,0.16,0.68
41967,0.02,0.29
41969,0.06,0.17
41970,0.09,0.13
41971,0.89,0.93
41972,0.1,0.78
41973,0.36,0.77
41974,0.03,0.49
41975,0.18,0.28
41976,0.03,0.76
41977,0.03,0.05
41978,0.09,0.1
41979,0.69,0.88
41980,0.03,0.76
41981,0.02,0.15
41982,0.14,0.54
41983,0.08,0.27
41984,0.28,0.91
41985,0.79,0.99
41986,0.05,0.46
41987,0.8,0.59
41988,0.0,0.08
41989,0.29,0.44
41991,0.33,0.63
41992,0.29,0.94
41993,0.11,0.2
41994,0.02,0.04
41995,0.68,0.63
41996,0.05,0.52
41997,0.07,0.18
41998,0.21,0.34
41999,0.39,0.73
42002,0.01,0.11
42003,0.05,0.05
42004,0.41,0.4
42005,0.48,0.37
42006,0.23,0.67
42007,0.19,0.71
42008,0.07,0.17
42009,0.2,0.78
42010,0.03,0.47
42011,0.02,0.09
42012,0.01,0.14
42013,0.09,0.78
42014,0.13,0.32
42015,0.03,0.42
42016,0.09,0.87
42017,0.39,0.87
42018,0.33,0.23
42019,0.67,0.7
42020,0.01,0.25
42021,0.03,0.5
42022,0.81,0.89
42023,0.22,0.87
42024,0.01,0.12
42025,0.16,0.64
42026,0.56,0.84
42027,0.03,0.74
42029,0.02,0.1
42030,0.03,0.07
42031,0.16,0.35
42033,0.15,0.23
42034,0.08,0.28
42035,0.04,0.1
42036,0.04,0.28
42037,0.12,0.38
42039,0.04,0.21
42040,0.43,0.88
42041,0.82,0.83
42042,0.02,0.12
42043,0.19,0.28
42046,0.11,0.31
42047,0.06,0.56
42049,0.2,0.45
42050,0.02,0.39
42051,0.45,0.77
42052,0.18,0.16
42054,0.2,0.8
42055,0.74,0.71
42056,0.03,0.24
42057,0.12,0.81
42058,0.53,0.68
